 Mortalidade - S�o Paulo
�bitos p/Ocorr�nc por Munic�pio e M�s do �bito
Cap�tulo CID-10: I.   Algumas doen�as infecciosas e parasit�rias, III. Doen�as sangue �rg�os hemat e transt imunit�r, IV.  Doen�as end�crinas nutricionais e metab�licas, IX.  Doen�as do aparelho circulat�rio, X.   Doen�as do aparelho respirat�rio, XI.  Doen�as do aparelho digestivo, XX.  Causas externas de morbidade e mortalidade
Per�odo:2011
"Municipio";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"353120 MONTE ALEGRE DO SUL";2;1;2;1;1;1;-;2;1;-;1;1;13
"353130 MONTE ALTO";14;8;14;11;15;16;21;20;12;15;11;13;170
"353140 MONTE APRAZIVEL";6;3;7;7;7;10;11;9;6;8;4;5;83
"353150 MONTE AZUL PAULISTA";5;7;6;4;4;7;7;11;3;4;6;2;66
"353160 MONTE CASTELO";2;1;-;1;1;-;1;-;-;2;-;-;8
"353170 MONTEIRO LOBATO";-;-;-;-;-;-;2;-;-;-;-;-;2
"353180 MONTE MOR";12;5;4;10;8;9;6;8;8;7;5;5;87
"353190 MORRO AGUDO";3;5;6;8;7;4;10;7;6;7;4;7;74
"353200 MORUNGABA";4;3;3;-;4;1;1;4;3;3;4;1;31
"353205 MOTUCA";1;-;1;-;2;-;-;1;-;1;-;1;7
"353210 MURUTINGA DO SUL";2;1;1;1;1;-;1;3;-;1;2;-;13
"353215 NANTES";-;-;-;-;-;-;-;-;1;-;-;-;1
"353220 NARANDIBA";-;2;-;1;-;1;1;1;-;-;-;-;6
"353230 NATIVIDADE DA SERRA";2;1;2;2;3;1;-;1;1;-;4;-;17
"353240 NAZARE PAULISTA";3;9;7;9;3;4;8;8;6;5;7;7;76
"353250 NEVES PAULISTA";-;2;-;1;-;1;3;2;3;1;2;-;15
"353260 NHANDEARA";8;2;6;4;10;8;16;6;5;3;11;6;85
"353270 NIPOA";-;1;1;-;-;-;-;1;1;-;-;-;4
"353280 NOVA ALIANCA";-;-;-;-;-;2;-;-;-;-;-;-;2
"353282 NOVA CAMPINA";-;1;1;1;-;1;-;1;-;-;1;1;7
"353284 NOVA CANAA PAULISTA";-;-;-;-;1;-;1;1;-;-;-;-;3
"353286 NOVA CASTILHO";-;-;-;-;-;-;-;-;1;-;-;-;1
"353290 NOVA EUROPA";1;-;3;5;5;1;3;2;4;5;-;1;30
"353300 NOVA GRANADA";4;2;2;3;2;3;8;4;3;6;1;5;43
"353310 NOVA GUATAPORANGA";-;-;-;-;-;1;-;-;-;-;-;-;1
"353320 NOVA INDEPENDENCIA";-;-;-;1;1;-;1;1;-;-;-;-;4
"353325 NOVAIS";1;1;-;-;1;-;-;-;1;1;-;-;5
"353330 NOVA LUZITANIA";-;-;1;-;2;-;-;2;1;-;-;1;7
"353340 NOVA ODESSA";12;14;10;13;9;15;19;15;12;11;11;8;149
"353350 NOVO HORIZONTE";15;15;9;14;8;11;17;8;16;8;8;10;139
"353360 NUPORANGA";-;4;3;2;4;3;1;1;1;1;2;-;22
"353370 OCAUCU";-;-;-;-;-;-;2;1;-;1;-;-;4
"353380 OLEO";-;1;-;-;-;-;-;1;-;-;-;-;2
"353390 OLIMPIA";30;24;26;13;23;26;22;23;22;30;19;19;277
"353400 ONDA VERDE";-;1;-;-;-;-;-;-;-;1;-;1;3
"353410 ORIENTE";1;1;3;-;-;-;-;2;3;-;2;-;12
"353420 ORINDIUVA";1;1;1;1;-;2;-;2;-;1;1;1;11
"353430 ORLANDIA";17;14;15;15;16;16;13;16;16;14;7;9;168
"353440 OSASCO";237;213;217;218;219;244;245;233;195;190;203;210;2624
"353450 OSCAR BRESSANE";-;-;-;1;-;-;-;-;-;1;-;-;2
"353460 OSVALDO CRUZ";22;9;17;13;14;12;11;14;13;8;12;15;160
"353470 OURINHOS";38;45;56;46;54;54;53;47;63;42;49;47;594
"353475 OUROESTE";-;2;1;3;-;-;2;-;-;1;2;-;11
"353480 OURO VERDE";1;1;1;1;1;-;-;1;-;1;-;-;7
"353490 PACAEMBU";1;1;4;1;2;2;1;3;4;3;2;2;26
"353500 PALESTINA";-;2;1;2;2;4;1;1;1;1;2;5;22
"353510 PALMARES PAULISTA";2;1;1;1;-;2;1;3;1;1;-;-;13
"353520 PALMEIRA D'OESTE";1;1;-;1;-;1;2;1;2;4;1;2;16
"353530 PALMITAL";10;7;8;6;11;8;13;10;4;11;5;11;104
"353540 PANORAMA";6;3;4;6;7;1;2;6;5;8;5;5;58
"353550 PARAGUACU PAULISTA";19;9;16;19;17;28;17;15;14;19;11;12;196
"353560 PARAIBUNA";-;5;2;1;5;3;5;3;6;8;8;3;49
"353570 PARAISO";1;-;-;-;2;1;1;1;1;1;-;2;10
"353580 PARANAPANEMA";2;1;10;6;6;4;8;5;6;5;4;1;58
"353590 PARANAPUA";-;1;-;-;-;1;-;1;2;-;-;1;6
"353600 PARAPUA";3;3;4;1;4;4;5;4;2;3;8;2;43
"353610 PARDINHO";-;1;2;1;4;2;-;-;-;2;1;2;15
"353620 PARIQUERA-ACU";52;30;35;36;44;48;37;45;36;36;34;41;474
"353625 PARISI";-;-;1;-;-;-;-;-;-;-;-;-;1
"353630 PATROCINIO PAULISTA";4;3;4;3;9;5;4;4;-;3;5;7;51
"353640 PAULICEIA";-;-;2;-;1;1;-;1;-;-;-;-;5
"353650 PAULINIA";13;14;26;14;21;27;22;20;17;19;13;16;222
"353657 PAULISTANIA";1;-;-;-;-;-;-;-;-;-;-;-;1
"353660 PAULO DE FARIA";2;-;-;-;2;1;1;4;1;1;-;1;13
"353670 PEDERNEIRAS";10;14;6;4;11;11;14;10;7;5;11;5;108
"353680 PEDRA BELA";-;2;-;1;2;2;3;-;3;2;-;1;16
"353690 PEDRANOPOLIS";-;-;-;1;-;-;-;-;-;-;-;1;2
"353700 PEDREGULHO";5;3;4;2;5;2;6;1;4;5;5;3;45
"353710 PEDREIRA";7;13;11;15;8;11;6;16;20;14;13;23;157
"353715 PEDRINHAS PAULISTA";-;-;-;-;1;-;2;1;-;-;-;-;4
"353720 PEDRO DE TOLEDO";2;2;2;5;2;-;-;1;1;2;-;2;19
"353730 PENAPOLIS";35;35;22;36;25;42;44;32;23;25;25;21;365
"353740 PEREIRA BARRETO";15;7;10;6;9;8;5;8;8;4;7;6;93
"353750 PEREIRAS";-;-;-;1;3;4;1;1;1;-;1;-;12
"353760 PERUIBE";35;13;23;31;19;23;18;20;29;21;21;26;279
"353770 PIACATU";1;2;2;3;1;-;3;1;-;2;-;1;16
"353780 PIEDADE";23;18;15;15;19;22;11;13;14;23;15;16;204
"353790 PILAR DO SUL";5;7;8;6;8;5;8;3;14;5;7;5;81
"353800 PINDAMONHANGABA";45;32;38;41;41;43;49;40;35;45;49;36;494
"353810 PINDORAMA";1;1;2;-;1;2;-;2;-;3;1;1;14
"353820 PINHALZINHO";5;-;3;1;6;9;2;4;5;2;-;4;41
"353830 PIQUEROBI";-;1;2;-;-;1;-;-;-;-;-;-;4
"353850 PIQUETE";2;2;1;5;3;1;5;5;3;5;-;3;35
"353860 PIRACAIA";11;13;8;5;7;9;11;17;9;6;11;10;117
"353870 PIRACICABA";137;130;124;130;140;145;166;150;127;159;126;138;1672
"353880 PIRAJU";10;10;16;11;11;24;20;18;13;17;15;16;181
"353890 PIRAJUI";6;7;9;5;11;7;7;6;5;5;6;10;84
"353900 PIRANGI";-;-;1;1;3;1;5;2;2;-;2;-;17
"353910 PIRAPORA DO BOM JESUS";6;1;3;-;3;2;3;4;7;5;2;4;40
"353920 PIRAPOZINHO";5;3;2;1;2;-;4;6;5;1;5;5;39
"353930 PIRASSUNUNGA";19;17;26;16;19;25;25;27;29;22;19;30;274
"353940 PIRATININGA";4;7;3;5;6;3;2;5;2;2;1;2;42
"353950 PITANGUEIRAS";8;8;6;6;10;6;7;1;5;10;10;8;85
"353960 PLANALTO";-;-;-;-;-;-;2;-;-;-;2;1;5
"353970 PLATINA";1;1;-;-;1;-;-;-;1;-;-;-;4
"353980 POA";13;15;14;18;12;18;17;20;14;14;14;11;180
"353990 POLONI";-;-;-;2;-;-;-;-;1;1;-;1;5
"354000 POMPEIA";6;2;13;6;5;7;3;6;10;10;4;5;77
"354010 PONGAI";-;-;-;1;1;-;-;-;2;-;-;-;4
"354020 PONTAL";4;4;12;3;10;5;11;7;10;2;2;6;76
"354025 PONTALINDA";-;-;2;-;1;-;-;-;1;1;-;1;6
"354030 PONTES GESTAL";-;-;-;1;-;-;-;-;-;1;-;-;2
"354040 POPULINA";-;2;2;-;1;1;1;-;4;2;2;-;15
"354050 PORANGABA";2;2;-;3;3;1;2;1;-;-;-;3;17
"354060 PORTO FELIZ";18;18;8;8;17;17;12;14;12;12;17;24;177
"354070 PORTO FERREIRA";23;12;14;19;21;27;21;17;11;14;17;16;212
"354075 POTIM";-;-;2;-;4;1;1;3;5;1;3;2;22
"354080 POTIRENDABA";-;3;4;4;6;3;2;2;5;3;1;2;35
"354085 PRACINHA";-;-;-;1;-;1;-;-;1;-;1;-;4
"354090 PRADOPOLIS";-;1;1;3;3;2;2;1;4;2;5;1;25
"354100 PRAIA GRANDE";144;115;111;108;111;101;119;89;122;107;110;100;1337
"354105 PRATANIA";-;-;-;1;2;-;1;1;1;1;1;-;8
"354110 PRESIDENTE ALVES";-;1;-;-;-;-;-;-;-;-;-;-;1
"354120 PRESIDENTE BERNARDES";2;-;5;4;3;3;7;2;4;1;5;8;44
"354130 PRESIDENTE EPITACIO";22;17;21;21;19;14;16;19;19;20;18;15;221
"354140 PRESIDENTE PRUDENTE";149;124;142;122;123;161;160;164;122;145;123;165;1700
"354150 PRESIDENTE VENCESLAU";11;10;5;16;11;14;11;19;14;10;14;4;139
"354160 PROMISSAO";10;14;17;15;17;21;15;15;12;14;15;14;179
"354165 QUADRA";-;-;-;-;-;-;1;-;-;1;-;1;3
"354170 QUATA";-;-;1;-;-;1;-;1;2;-;-;-;5
"354180 QUEIROZ";1;-;-;-;-;-;-;-;3;-;-;-;4
"354190 QUELUZ";2;3;1;1;4;2;4;6;3;2;4;3;35
"354200 QUINTANA";1;1;-;1;-;1;1;1;1;1;1;-;9
"354210 RAFARD";-;1;2;-;-;3;2;-;1;1;3;1;14
"354220 RANCHARIA";21;15;18;17;17;21;16;17;14;17;11;9;193
"354230 REDENCAO DA SERRA";2;-;1;1;1;-;-;1;2;2;-;-;10
"354240 REGENTE FEIJO";4;1;2;1;5;3;8;-;3;4;3;1;35
"354250 REGINOPOLIS";-;-;-;1;-;-;2;1;1;-;-;-;5
"354260 REGISTRO";18;18;17;21;30;20;38;24;28;28;22;24;288
"354270 RESTINGA";-;1;2;-;1;-;-;-;-;-;1;-;5
"354280 RIBEIRA";-;-;-;1;1;-;1;-;-;1;-;2;6
"354290 RIBEIRAO BONITO";5;4;2;2;2;2;1;2;2;3;2;1;28
"354300 RIBEIRAO BRANCO";2;1;2;2;5;5;3;4;3;1;4;3;35
"354310 RIBEIRAO CORRENTE";-;-;-;1;-;-;-;1;-;-;-;1;3
"354320 RIBEIRAO DO SUL";-;-;-;-;1;-;1;-;3;2;-;-;7
"354323 RIBEIRAO DOS INDIOS";-;-;-;2;-;-;-;-;2;1;-;-;5
"354325 RIBEIRAO GRANDE";-;-;2;1;2;-;-;1;2;1;1;-;10
"354330 RIBEIRAO PIRES";42;31;28;25;27;42;35;23;28;32;40;26;379
"354340 RIBEIRAO PRETO";302;252;292;297;329;315;304;322;285;259;257;268;3482
"354350 RIVERSUL";2;-;-;-;-;1;-;1;-;-;-;2;6
"354360 RIFAINA";-;-;1;-;-;1;2;-;-;1;2;1;8
"354370 RINCAO";2;1;-;-;-;-;-;-;3;1;1;-;8
"354380 RINOPOLIS";5;4;1;3;2;5;2;7;2;4;-;6;41
"354390 RIO CLARO";80;69;80;86;98;87;76;93;77;78;76;82;982
"354400 RIO DAS PEDRAS";5;8;2;5;8;8;4;3;4;5;1;9;62
"354410 RIO GRANDE DA SERRA";7;6;3;3;5;7;6;2;7;9;4;2;61
"354420 RIOLANDIA";2;2;2;1;2;-;2;1;2;1;5;2;22
"354425 ROSANA";3;7;10;5;4;9;10;9;6;5;10;9;87
"354430 ROSEIRA";4;2;2;-;4;2;1;2;2;4;-;2;25
"354440 RUBIACEA";1;-;-;1;-;-;-;1;1;-;-;-;4
"354450 RUBINEIA";1;-;-;-;1;-;-;-;1;-;-;-;3
"354460 SABINO";1;-;2;1;4;1;-;2;-;7;1;1;20
"354470 SAGRES";-;1;1;-;-;-;-;-;-;-;-;-;2
"354480 SALES";1;2;-;2;1;-;1;-;1;1;-;2;11
"354490 SALES OLIVEIRA";3;2;2;2;-;4;3;5;2;2;2;4;31
"354500 SALESOPOLIS";6;7;2;2;1;1;5;2;2;3;4;3;38
"354510 SALMOURAO";-;-;-;-;1;1;-;-;-;-;-;-;2
"354515 SALTINHO";1;-;1;1;1;1;3;3;-;-;-;-;11
"354520 SALTO";42;30;21;33;35;43;32;39;37;47;33;31;423
"354530 SALTO DE PIRAPORA";12;17;13;12;8;13;20;14;7;11;14;13;154
"354540 SALTO GRANDE";2;4;5;3;3;4;6;3;3;2;-;2;37
"354550 SANDOVALINA";-;-;-;-;-;-;1;-;-;-;-;1;2
"354560 SANTA ADELIA";2;1;1;-;1;1;5;-;2;2;1;2;18
"354570 SANTA ALBERTINA";-;3;1;2;2;1;2;-;-;-;2;-;13
"354580 SANTA BARBARA D'OESTE";42;31;48;26;52;50;42;32;46;33;40;40;482
"354600 SANTA BRANCA";-;1;1;-;4;4;-;2;1;1;3;3;20
"354610 SANTA CLARA D'OESTE";4;-;-;-;-;-;-;-;-;-;2;1;7
"354620 SANTA CRUZ DA CONCEICAO";-;1;-;2;-;1;1;-;-;-;1;-;6
"354625 SANTA CRUZ DA ESPERANCA";-;-;-;1;1;-;1;1;-;-;1;-;5
"354630 SANTA CRUZ DAS PALMEIRAS";4;7;6;5;18;9;5;12;3;9;8;7;93
"354640 SANTA CRUZ DO RIO PARDO";16;14;17;13;14;14;21;18;13;20;20;12;192
"354650 SANTA ERNESTINA";-;-;-;1;-;-;1;1;-;1;-;1;5
"354660 SANTA FE DO SUL";10;14;13;18;16;12;16;11;10;16;14;10;160
"354670 SANTA GERTRUDES";4;3;2;2;3;2;4;1;4;3;4;1;33
"354680 SANTA ISABEL";21;13;30;26;26;20;29;23;22;16;23;18;267
"354690 SANTA LUCIA";2;1;1;3;2;5;-;1;3;-;1;1;20
"354700 SANTA MARIA DA SERRA";-;-;2;1;1;-;3;-;1;1;2;1;12
"354710 SANTA MERCEDES";-;1;-;-;1;-;-;-;1;-;-;-;3
"354720 SANTANA DA PONTE PENSA";-;-;-;-;-;-;-;1;-;-;1;-;2
"354730 SANTANA DE PARNAIBA";22;10;20;13;16;17;27;15;12;15;12;20;199
"354740 SANTA RITA D'OESTE";-;-;-;-;-;-;-;1;-;-;-;-;1
"354750 SANTA RITA DO PASSA QUATRO";15;10;12;19;18;21;12;10;12;13;10;8;160
"354760 SANTA ROSA DE VITERBO";2;4;6;9;4;5;2;9;7;3;5;1;57
"354770 SANTO ANASTACIO";4;1;9;2;3;8;8;4;8;7;3;6;63
"354780 SANTO ANDRE";293;292;295;309;292;287;339;326;349;305;302;305;3694
"354790 SANTO ANTONIO DA ALEGRIA";1;4;1;1;-;2;-;2;-;1;1;1;14
"354800 SANTO ANTONIO DE POSSE";6;1;8;2;3;2;3;2;3;2;2;-;34
"354805 SANTO ANTONIO DO ARACANGUA";2;2;2;1;2;-;-;2;2;2;1;1;17
"354810 SANTO ANTONIO DO JARDIM";1;1;-;1;1;2;2;1;1;1;1;1;13
"354820 SANTO ANTONIO DO PINHAL";1;-;1;2;2;-;-;1;1;1;-;-;9
"354830 SANTO EXPEDITO";1;-;-;1;-;-;-;1;-;-;-;-;3
"354840 SANTOPOLIS DO AGUAPEI";1;-;1;-;3;-;1;2;2;1;-;-;11
"354850 SANTOS";344;306;310;270;321;321;312;323;307;314;275;300;3703
"354860 SAO BENTO DO SAPUCAI";3;2;3;3;5;1;7;8;6;4;4;5;51
"354870 SAO BERNARDO DO CAMPO";205;189;188;209;180;211;205;195;184;199;177;181;2323
"354880 SAO CAETANO DO SUL";59;63;64;64;71;81;97;64;80;76;69;84;872
"354890 SAO CARLOS";86;83;80;65;101;113;85;92;82;80;77;81;1025
"354900 SAO FRANCISCO";-;-;-;-;1;-;-;-;-;-;-;-;1
"354910 SAO JOAO DA BOA VISTA";53;46;51;40;56;47;70;61;36;51;34;54;599
"354920 SAO JOAO DAS DUAS PONTES";-;-;-;-;-;-;1;-;-;-;-;-;1
"354925 SAO JOAO DE IRACEMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"354930 SAO JOAO DO PAU D'ALHO";-;-;1;-;-;-;-;-;-;-;1;-;2
"354940 SAO JOAQUIM DA BARRA";14;20;23;19;13;16;22;19;13;18;12;18;207
"354950 SAO JOSE DA BELA VISTA";2;-;-;2;4;-;1;2;3;1;2;2;19
"354960 SAO JOSE DO BARREIRO";2;-;1;1;-;3;1;-;-;-;1;1;10
"354970 SAO JOSE DO RIO PARDO";32;23;29;28;32;38;25;38;26;41;28;16;356
"354980 SAO JOSE DO RIO PRETO";308;262;307;311;289;288;299;290;279;275;257;256;3421
"354990 SAO JOSE DOS CAMPOS";188;180;189;175;182;209;200;183;177;189;141;157;2170
"354995 SAO LOURENCO DA SERRA";4;-;4;1;5;3;-;2;3;5;4;1;32
"355000 SAO LUIS DO PARAITINGA";4;3;3;3;6;-;2;1;4;2;1;1;30
"355010 SAO MANUEL";20;12;20;16;17;22;15;18;19;13;13;11;196
"355020 SAO MIGUEL ARCANJO";5;1;6;3;7;8;7;5;4;-;3;4;53
"355030 SAO PAULO";4265;3842;4189;4041;4410;4957;5124;4609;4346;4416;3991;4231;52421
"355040 SAO PEDRO";3;6;7;5;8;8;10;10;7;6;3;8;81
"355050 SAO PEDRO DO TURVO";-;-;-;1;-;-;2;2;-;1;2;1;9
"355060 SAO ROQUE";20;21;28;27;30;25;37;31;22;37;35;31;344
"355070 SAO SEBASTIAO";35;18;19;22;16;19;14;23;22;21;25;17;251
"355080 SAO SEBASTIAO DA GRAMA";2;3;6;-;2;1;3;1;4;-;-;2;24
"355090 SAO SIMAO";-;3;6;7;7;4;6;4;7;2;-;-;46
"355100 SAO VICENTE";131;105;87;94;105;91;95;99;90;100;87;95;1179
"355110 SARAPUI";5;-;1;-;1;2;1;-;-;1;1;-;12
"355120 SARUTAIA";-;-;1;-;-;2;-;-;-;-;1;-;4
"355130 SEBASTIANOPOLIS DO SUL";-;-;2;-;-;-;-;-;-;-;1;-;3
"355140 SERRA AZUL";1;-;-;1;4;2;3;1;5;1;2;3;23
"355150 SERRANA";6;6;7;7;13;10;8;9;9;6;8;3;92
"355160 SERRA NEGRA";10;9;16;10;10;16;10;7;12;11;12;13;136
"355170 SERTAOZINHO";55;31;39;58;54;44;59;51;49;55;44;31;570
"355180 SETE BARRAS";4;3;-;-;2;3;1;4;2;2;2;2;25
"355190 SEVERINIA";2;2;4;1;2;3;3;-;2;2;9;1;31
"355200 SILVEIRAS";1;1;4;1;1;2;-;2;1;1;-;1;15
"355210 SOCORRO";15;15;16;9;22;22;18;16;12;6;21;19;191
"355220 SOROCABA";283;215;258;248;283;341;336;284;272;290;246;237;3293
"355230 SUD MENNUCCI";3;2;3;3;1;2;2;1;1;3;-;1;22
"355240 SUMARE";55;52;50;43;56;58;80;57;54;66;57;57;685
"355250 SUZANO";80;62;79;77;87;85;74;87;88;70;59;66;914
"355255 SUZANAPOLIS";-;-;-;1;2;-;-;-;-;-;1;-;4
"355260 TABAPUA";4;2;4;4;2;2;-;2;3;-;5;5;33
"355270 TABATINGA";1;3;10;2;5;2;4;4;5;-;6;2;44
"355280 TABOAO DA SERRA";100;64;81;63;79;85;91;79;75;96;76;87;976
"355290 TACIBA";1;1;-;1;6;2;-;-;1;1;3;-;16
"355300 TAGUAI";2;-;5;2;4;2;2;4;-;1;1;2;25
"355310 TAIACU";3;1;3;-;-;1;-;1;1;2;2;-;14
"355320 TAIUVA";-;-;-;-;1;-;-;1;-;-;-;-;2
"355330 TAMBAU";12;1;2;6;3;7;6;5;6;3;1;3;55
"355340 TANABI";4;9;14;11;6;9;4;6;5;7;6;10;91
"355350 TAPIRAI";-;2;-;1;1;3;2;5;1;-;1;3;19
"355360 TAPIRATIBA";4;-;5;3;4;6;3;4;7;-;6;6;48
"355365 TAQUARAL";-;-;-;-;-;-;-;-;-;1;1;1;3
"355370 TAQUARITINGA";25;20;16;22;16;20;31;24;30;22;21;20;267
"355380 TAQUARITUBA";14;5;4;4;6;7;7;5;5;10;6;8;81
"355385 TAQUARIVAI";1;-;-;1;1;-;1;1;-;5;1;-;11
"355390 TARABAI";5;-;-;-;1;2;-;-;-;-;1;-;9
"355395 TARUMA";-;1;1;3;-;2;-;3;-;3;-;-;13
"355400 TATUI";43;35;40;37;41;44;44;51;37;47;35;47;501
"355410 TAUBATE";132;112;131;94;126;138;150;124;117;130;126;119;1499
"355420 TEJUPA";-;-;1;1;-;1;3;2;-;-;-;-;8
"355430 TEODORO SAMPAIO";4;4;4;3;7;6;7;6;4;8;4;12;69
"355440 TERRA ROXA";3;-;5;-;3;1;1;-;2;1;3;4;23
"355450 TIETE";12;10;8;9;6;14;17;8;10;5;8;7;114
"355460 TIMBURI";1;-;1;1;-;-;-;-;-;-;1;-;4
"355465 TORRE DE PEDRA";3;-;-;-;2;1;-;-;1;-;-;-;7
"355470 TORRINHA";4;-;3;3;3;4;4;2;4;3;1;3;34
"355475 TRABIJU";-;-;-;-;1;-;-;-;-;1;-;-;2
"355480 TREMEMBE";10;10;6;6;7;12;14;5;9;8;9;10;106
"355490 TRES FRONTEIRAS";-;1;-;-;1;2;1;2;4;-;-;2;13
"355495 TUIUTI";8;1;1;1;1;3;1;2;1;4;2;-;25
"355500 TUPA";54;28;29;32;35;40;46;42;38;41;30;35;450
"355510 TUPI PAULISTA";7;3;3;11;9;13;15;8;5;5;10;16;105
"355520 TURIUBA";-;-;1;-;-;-;-;1;-;-;-;-;2
"355530 TURMALINA";-;-;-;-;-;-;1;-;-;-;-;1;2
"355535 UBARANA";1;2;-;2;-;-;1;1;-;1;-;-;8
"355540 UBATUBA";32;13;13;24;16;20;27;15;14;11;26;18;229
"355550 UBIRAJARA";-;-;-;-;-;2;1;-;-;-;-;-;3
"355560 UCHOA";1;4;2;-;2;2;3;2;-;1;3;1;21
"355570 UNIAO PAULISTA";-;-;-;-;-;1;-;-;-;-;-;1;2
"355580 URANIA";-;-;1;1;5;2;2;4;3;-;3;5;26
"355590 URU";1;-;-;-;-;-;-;-;-;1;1;-;3
"355600 URUPES";2;4;6;2;2;3;4;4;10;7;7;4;55
"355610 VALENTIM GENTIL";-;2;-;1;1;-;2;2;2;-;3;1;14
"355620 VALINHOS";36;33;35;25;46;41;40;39;36;32;36;25;424
"355630 VALPARAISO";3;2;6;4;3;5;7;10;5;4;6;4;59
"355635 VARGEM";3;1;1;-;4;4;1;2;2;2;2;1;23
"355640 VARGEM GRANDE DO SUL";8;13;19;10;12;21;14;10;18;16;8;8;157
"355645 VARGEM GRANDE PAULISTA";3;4;3;4;3;9;4;5;6;11;6;7;65
"355650 VARZEA PAULISTA";18;12;14;17;13;25;31;26;14;16;8;13;207
"355660 VERA CRUZ";1;1;2;2;3;1;-;3;-;-;1;-;14
"355670 VINHEDO";21;19;20;19;11;19;23;18;22;18;20;18;228
"355680 VIRADOURO";2;7;2;3;7;3;5;5;4;5;5;2;50
"355690 VISTA ALEGRE DO ALTO";-;-;2;-;1;1;-;2;-;3;-;2;11
"355695 VITORIA BRASIL";-;-;-;-;-;-;-;-;-;-;-;1;1
"355700 VOTORANTIM";41;37;36;20;30;52;32;32;28;34;31;40;413
"355710 VOTUPORANGA";51;58;68;56;46;49;59;67;58;48;62;69;691
"355715 ZACARIAS";-;1;-;-;1;-;-;-;1;-;3;1;7
"355720 CHAVANTES";3;-;3;3;3;2;5;4;6;2;4;5;40
"355730 ESTIVA GERBI";1;-;-;-;-;-;-;1;-;1;-;-;3
"Total";15357;13459;14685;14108;15473;16895;17312;15872;14824;14983;13849;14319;181136
 Fonte: MS/SVS/CGIAE - Sistema de Informa��es sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Sa�de para mais informa��es.
 Nota:
 
 Em 2011, houve uma mudan�a no conte�do da Declara��o de �bito, com maior detalhamento das informa��es coletadas. Para este ano, foram
 utilizados simultaneamente os dois formul�rios. Para mais detalhes sobre as mudan�as ocorridas e os seus efeitos, veja o documento
 "Sistema de Informa��es sobre Mortalidade - SIM. Consolida��o da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notifica��o 2017 foram atualizados, com altera��o das causas b�sicas de 2 registros e exclus�o de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notifica��o 2019 foram atualizados, com altera��o das causas b�sicas de 4 registros e exclus�o de 1 registro.
 
